timestamp,pressure_psi,flow_rate_lpm,temperature_c,vibration_gforce,acoustic_db,leak_status,scenario
2025-12-19 07:18:30.073027,137.49012581391244,61.13297148119026,25.058143330533117,0.1807276684275097,53.82021352752463,none,normal
2025-12-19 07:18:31.073027,137.48998760227,59.449921608173725,25.37320985663621,0.1748338760842567,41.2361229104205,none,normal
2025-12-19 07:18:32.073027,134.38787998587188,55.425040491784735,24.975178920889352,0.04994456830311405,56.85246264519391,none,normal
2025-12-19 07:18:33.073027,139.45636068205056,57.48882751604947,25.762832018112217,0.10413866371439537,40.32890122222008,none,normal
2025-12-19 07:18:34.073027,137.33107488683623,56.29908329183043,25.350614313071976,0.20622268405450267,34.224056791919075,none,normal
2025-12-19 07:18:35.073027,136.21101243995346,55.9234680922024,26.87583506171632,0.0531668977761838,36.28145166746687,none,normal
2025-12-19 07:18:36.073027,135.85319533267918,59.23862415366848,26.865183515746356,0.08057725983209779,33.705360042847246,none,normal
2025-12-19 07:18:37.073027,135.94851684973287,59.24164329952995,27.11590091726132,0.0902800967606862,44.00083473046784,none,normal
2025-12-19 07:18:38.073027,140.0804850661838,57.623768660190336,27.116082495488143,0.031821631848030954,43.66010355819184,none,normal
2025-12-19 07:18:39.073027,133.11677583158294,54.18405475966745,27.865658947805343,0.06962075243428748,37.35921738192018,none,normal
2025-12-19 07:18:40.073027,133.52768310490774,56.60810679488297,28.05432560719109,0.1281184329375778,46.09815722808739,none,normal
2025-12-19 07:18:41.073027,133.16378038753308,56.16279174304128,27.00088493509983,0.08091827619798525,43.449952546599704,none,normal
2025-12-19 07:18:42.073027,134.3789738305168,54.21673330414964,28.316832656379358,0.0928077723695279,52.09900760312277,none,normal
2025-12-19 07:18:43.073027,133.47996712892837,59.03256368255582,28.001567950804443,0.1507320650938298,52.290776311293996,none,normal
2025-12-19 07:18:44.073027,137.20210735654095,58.90599038129645,27.86287761085956,0.09601123166963552,49.84490122350814,none,normal
2025-12-19 07:18:45.073027,133.065441325969,59.49227804689155,28.29533536327601,0.051219508425685366,49.877388752125384,none,normal
2025-12-19 07:18:46.073027,136.8636732346268,57.134011766288694,28.568751700953865,0.19413779611990983,43.38602501953069,none,normal
2025-12-19 07:18:47.073027,136.19106469377274,57.531073191236075,28.627920100218592,0.14981005021993987,37.38727767397776,none,normal
2025-12-19 07:18:48.073027,135.87557851013622,61.06911363228063,28.152409175487204,0.16098650039336948,40.687449665483896,none,normal
2025-12-19 07:18:49.073027,139.65323205224894,60.08010287314674,28.91642389911914,0.05936333907774831,38.94660353664948,none,normal
2025-12-19 07:18:50.073027,131.70018483429942,56.636024023084246,29.15962713652113,0.19205093696682402,44.420866421433416,none,normal
2025-12-19 07:18:51.073027,134.49457661234015,58.259397286272325,29.962659591505137,0.11975357459413905,47.3942132125507,none,normal
2025-12-19 07:18:52.073027,138.30966714507764,60.05631082327552,29.64899682805659,0.08161646801719058,36.07078855748658,none,normal
2025-12-19 07:18:53.073027,139.02344027395912,59.18995995226723,29.20224824795717,0.06550904327804254,30.116502596684235,none,normal
2025-12-19 07:18:54.073027,132.4694456106782,55.70691436170088,30.382981668136605,0.08993358822747063,46.79523574820265,none,normal
2025-12-19 07:18:55.073027,132.54320897420578,55.376786818259994,30.20963515593394,0.17479413709254976,43.29026277967232,none,normal
2025-12-19 07:18:56.073027,136.15123003740825,58.89965875505064,29.912430415860793,0.0902253488375898,36.266545746431575,none,normal
2025-12-19 07:18:57.073027,135.6347212374193,54.20409747655284,30.800479021777857,0.060396808642727944,36.94805235028263,none,normal
2025-12-19 07:18:58.073027,129.6916896856962,55.91861044466705,29.839523844605484,0.07426251826705157,43.52601382777366,none,normal
